"setname","aucvalue"
"1","trainingset","0.981350806451613"
"2","internaltest","0.851587301587302"
"3","172114","0.920604914933837"
"4","155454","0.759398496240602"
"5","177477","0.805555555555556"
"6","157103","0.7992"
